description,reaction,T,I,pH,pMg,standard_dg_prime,std,n,SEM,type,nontrans_standard_dg_prime,nontrans_std,all standard_dg_prime,all nontrans_standard_dg_prime
D-psicose(aq) = D-altrose(aq),[H]OC([H])([H])C1(O[H])OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H] = [H]OC([H])([H])[C@@]1([H])OC([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]1([H])O[H],298.15,0.25,7.0,14.0,3.3310997288695035,,1,,reaction dg,3.3331704154154522,,[3.3310997288695035],[3.3331704154154522]
D-psicose(aq) =-D-allose(aq),[H]OC([H])([H])C1(O[H])OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H] = [H]OC1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H],298.15,0.25,7.0,14.0,-2.5967469340982676,0.4712454130353596,5,0.21074735552640592,reaction dg,-2.5946805295550446,0.4711230148936519,"[-2.019951323540265, -2.2758997787045288, -2.893920643201166, -3.20034520973533, -2.5936177153100486]","[-2.0180392319550537, -2.2739115902173963, -2.89177448139878, -3.1981248775348643, -2.591552466669131]"
D-ribose 1-phosphate(aq) = D-ribose 5-phosphate(aq),[H]OC([H])([H])[C@@]1([H])O[C@]([H])(OP(=O)(O[H])O[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC1([H])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]([H])(O[H])[C@@]1([H])O[H],298.15,0.25,7.0,14.0,-8.445606801569957,,1,,reaction dg,-8.424318491162742,,[-8.445606801569957],[-8.424318491162742]
D-ribose 5-phosphate(aq) = D-ribulose 5-phosphate(aq),[H]OC1([H])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]([H])(O[H])[C@@]1([H])O[H] = [H]OC([H])([H])C(=O)[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],298.15,0.25,7.0,14.0,2.638103398244612,1.1872566230244457,13,0.32928574088068147,reaction dg,2.7843375298920345,1.1540227668272194,"[0.36691993813465373, 3.3008340692804925, 2.8066382697970442, 4.324577392583035, 2.9928993019248042, 2.7190935991542493, 2.7947188045264197, 0.7689472187292767, 4.087526950110931, 2.7142521314344763, 3.516330093778612, 2.6487426345038654, 1.253863773222097]","[0.48178428499309334, 3.3052519287750872, 2.9126668976663512, 4.103684417855402, 3.280873629176479, 2.658440726913469, 3.103055093324636, 1.0321694545976174, 4.262432996446126, 3.0116488154291674, 3.7477702805720754, 2.93671696175554, 1.359892401091404]"
D-ribose(aq) = D-ribulose(aq),[H]OC1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@@]1([H])O[H] = [H]OC([H])([H])C1(O[H])OC([H])([H])[C@@]([H])(O[H])[C@@]1([H])O[H],298.15,0.25,7.0,14.0,1.9829492916009301,0.3462625964490166,8,0.12242231501018028,reaction dg,1.9808425455903333,0.34623167748323835,"[2.1507627397734015, 1.9633608495181083, 1.800623250054002, 1.5045564680445287, 2.445543691857102, 1.6164156891904025, 1.9528506397806364, 2.4294810045892588]","[2.148812129626808, 1.9613618380944449, 1.7985593809191298, 1.5023783718958035, 2.443661811523901, 1.6142918024720228, 1.9508235556162827, 2.4268514745742733]"
D-ribulose 5-phosphate(aq) = D-xylulose 5-phosphate(aq),[H]OC([H])([H])C(=O)[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H] = [H]OC([H])([H])C(=O)[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],298.15,0.25,7.0,14.0,-1.1542901560823382,1.1984220855348793,5,0.5359506497986115,reaction dg,-1.1542901560823382,1.1984220855348793,"[-1.5483854914772646, -0.8672055414028548, 0.48023588619832197, -1.0045910966741527, -2.831504537055742]","[-1.5483854914772646, -0.8672055414028548, 0.48023588619832197, -1.0045910966741527, -2.831504537055742]"
D-sorbitol 6-phosphate(aq) + NAD(aq) = D-fructose 6-phosphate(aq) + NADH(aq),[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC([H])([H])C1(O[H])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]([H])(O[H])[C@]1([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,11.752279665182447,,1,,reaction dg,-1.9535028501585654,,[11.752279665182447],[-1.9535028501585654]
D-sorbitol 6-phosphate(aq) + NADP(aq) = D-glucose 6-phosphate(aq) + NADPH(aq),[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H] + [H]O[C@@]1([H])[C@@]([H])(OP(=O)(O[H])O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC1([H])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(OP(=O)(O[H])O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,14.307519529373703,,1,,reaction dg,3.6589380127998328,,[14.307519529373703],[3.6589380127998328]
D-sorbitol(aq) + NAD(aq) = D-fructose(aq) + NADH(aq),[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC([H])([H])C1(O[H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]1([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,11.266132134878905,1.9580738788033443,8,0.6922836588830453,reaction dg,7.952802034578558,4.110912717819135,"[8.528038419943007, 12.759522174958457, 9.63135279555028, 9.45620523397736, 11.826084857852406, 13.56514022975659, 13.575703502694966, 10.787009864298184]","[8.528038419943007, 12.759522174958457, 9.63135279555028, 5.858249984857142, 3.476564616740601, 13.56514022975659, 7.86019438484958, 1.9433536699728078]"
D-xylose(aq) = D-xylulose(aq),[H]OC1([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H] = [H]OC([H])([H])C1(O[H])OC([H])([H])[C@@]([H])(O[H])[C@]1([H])O[H],298.15,0.25,7.0,14.0,3.6593266390207146,0.6959501135812785,23,0.14511563014635492,reaction dg,3.6377198811633162,0.701197396289062,"[4.187174835459054, 3.255043904273999, 2.6880971391127657, 2.5603313025552534, 4.068787958197046, 4.465042864826094, 4.144777985243292, 4.138778620234978, 3.4835597111457126, 3.0007700275393394, 4.492036854070169, 2.6511375614628445, 3.7894480294589856, 4.419852197648642, 3.806176017320924, 3.9631264110417757, 2.503582098157234, 3.211429932507214, 3.5235854398962703, 2.8009692202849874, 4.10134442189556, 4.7232436367661625, 4.186216528378159]","[4.188202457736317, 3.252125092067127, 2.685068784459655, 2.5572786051363305, 4.066003031202282, 4.4623796516605605, 4.1422730000556784, 4.138701594885623, 3.4834326193192986, 3.0006044230383044, 4.4919867875931105, 2.6509449980895123, 3.7893440452373897, 4.364194363817593, 3.7476812110430746, 3.9044792840956912, 2.4395847077377892, 3.1500981537827344, 3.4637768678545955, 2.7383236757965688, 4.044201461548737, 4.723197421556583, 4.183675029041742]"
GDPmannose(aq) = GDP-L-galactose(aq),[H]OC([H])([H])[C@@]1([H])O[C@]([H])(OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]2([H])O[C@@]([H])(n3c([H])nc4c(=O)n([H])c(N([H])[H])nc43)[C@]([H])(O[H])[C@]2([H])O[H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H] = [H]OC([H])([H])[C@]1([H])O[C@]([H])(OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]2([H])O[C@@]([H])(n3c([H])nc4c(=O)n([H])c(N([H])[H])nc43)[C@]([H])(O[H])[C@]2([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]1([H])O[H],298.15,0.25,7.0,14.0,1.6853935995830485,,1,,reaction dg,1.685395092027929,,[1.6853935995830485],[1.685395092027929]
GMP(aq) + hypoxanthine(aq) = IMP(aq) + guanine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])O[H] + [H]c1nc2c(nc([H])n2[H])c(=O)n1[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])O[H] + [H]c1nc2c(=O)n([H])c(N([H])[H])nc2n1[H],298.15,0.25,7.0,14.0,2.4681333301470474,,1,,reaction dg,2.4937993035415147,,[2.4681333301470474],[2.4937993035415147]
GTP(aq) + AMP(aq) = ADP(aq) + GDP(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H],298.15,0.25,7.0,14.0,-2.1134162605196805,,1,,reaction dg,0.4916873047320579,,[-2.1134162605196805],[0.4916873047320579]
GTP(aq) + D-glucose 1-phosphate(aq) = GDPglucose(aq) + pyrophosphate(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]OC([H])([H])[C@@]1([H])O[C@]([H])(OP(=O)(O[H])O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H] = [H]OC([H])([H])[C@@]1([H])O[C@]([H])(OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]2([H])OC([H])(n3c([H])nc4c(=O)n([H])c(N([H])[H])nc43)[C@]([H])(O[H])[C@]2([H])O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H] + [H]OP(=O)(O[H])OP(=O)(O[H])O[H],298.15,0.25,7.0,14.0,0.6829693011053664,,1,,reaction dg,3.492320176615742,,[0.6829693011053664],[3.492320176615742]
GTP(aq) + D-mannose 1-phosphate(aq) = GDPmannose(aq) + pyrophosphate(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]OC([H])([H])[C@@]1([H])O[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H] = [H]OC([H])([H])[C@@]1([H])O[C@]([H])(OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]2([H])O[C@@]([H])(n3c([H])nc4c(=O)n([H])c(N([H])[H])nc43)[C@]([H])(O[H])[C@]2([H])O[H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H] + [H]OP(=O)(O[H])OP(=O)(O[H])O[H],298.15,0.25,7.0,14.0,-6.809096594208793,,1,,reaction dg,-2.3615987107782916,,[-6.809096594208793],[-2.3615987107782916]
"GTP(aq) + H2O(l) = ((2R,3S,4R,5R)-5-(2-amino-5-formamido-6-oxo-3,6-dihydropyrimidin-4-ylamino)-3,4-dihydroxytetrahydrofuran-2-yl)methyl tetrahydrogen triphosphate(aq)",[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N([H])c2nc(N([H])[H])n([H])c(=O)c2N([H])C([H])=O)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H],298.15,0.25,7.0,14.0,5.800700998560342,,1,,reaction dg,5.800618255520914,,[5.800700998560342],[5.800618255520914]
GTP(aq) + IMP(aq) + L-aspartate(aq) = GDP(aq) + phosphate(aq) + adenylosuccinate(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])O[H] + [H]OC(=O)C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]OP(=O)(O[H])O[H] + [H]OC(=O)C([H])([H])[C@@]([H])(C(=O)O[H])N([H])c1nc([H])nc2c1nc([H])n2[C@]1([H])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]([H])(O[H])[C@@]1([H])O[H],298.15,0.25,7.0,14.0,6.604836034723259,,1,,reaction dg,-2.744128491499855,,[6.604836034723259],[-2.744128491499855]
GTP(aq) + succinate(aq) + CoA(aq) = GDP(aq) + phosphate(aq) + succinyl-CoA(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]OC(=O)C([H])([H])C([H])([H])C(=O)O[H] + [H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[H])O[C@@]1([H])n1c([H])nc2c(N([H])[H])nc([H])nc21 = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]OP(=O)(O[H])O[H] + [H]OC(=O)C([H])([H])C([H])([H])C(=O)SC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)[C@]([H])(O[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])OP(=O)(O[H])O[H],298.15,0.25,7.0,14.0,0.04508133746605411,0.9519762814176005,38,0.1544309452543419,reaction dg,0.43220535967692153,1.0362976891491722,"[-1.6037189882517904, -1.695377928037786, 0.011392308946146179, -0.573827655298353, -0.7161025581548452, 0.26502517552691307, 0.1064357705747746, 0.03817455385652091, 0.34771166780613005, 0.45265604711576124, 0.25367743226602024, 0.4029429608387075, 0.904554454539368, 0.3761505260526118, 0.5734622385726791, -0.028818757598701228, 0.20987822456079464, 1.3537529287808052, 0.06839123375007905, 0.40539580286594545, -1.7557683160707704, -1.7557683160707704, 0.7611894071626624, 0.42792534359006096, -0.7693351009673108, 1.8914195964385412, 0.954978552604357, -1.9362313619391787, -1.954084249734478, 0.20987822456079464, 0.8239105956437875, -0.1598381171033888, 0.37683396978994166, 0.9314063972094165, 0.5740917753820701, 1.1494772966041005, 0.23576225529269246, 0.5554874326057464]","[-1.1333279227819641, -1.2557047222945388, -0.5528663760401958, -1.0697955571699476, -1.3146986164802863, 1.1946649893363293, 0.7785543403398499, 0.5131259596423942, 1.5932456966110984, 1.792240512871496, 1.4992114610709886, -0.10141129189941736, 1.6415771318328352, 0.5131259596423942, 1.278080497426478, 0.6757995012550976, 0.8493986760426804, 0.8493986760426804, 0.609496983863922, 0.8137338830146124, -1.2853772506009442, -1.2853772506009442, 1.6908292209720786, -0.07642890914806391, -0.0, 1.6415771318328352, 1.1946649893363293, -1.3436770345426228, -1.4836931842646517, 0.8493986760426804, 1.5932456966110984, 0.609496983863922, 1.1138566470834088, 0.609496983863922, 0.3600838696043217, 1.3208195944570882, 0.7438470205684181, 0.9971907003176332]"
IMP(aq) + H2O(l) = inosine(aq) + orthophosphate(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])O[H] + [H]O[H] = [H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H]OP(=O)(O[H])O[H],298.15,0.25,7.0,14.0,-13.667357493004326,,1,,reaction dg,-12.543219612595985,,[-13.667357493004326],[-12.543219612595985]
IMP(aq) + pyrophosphate(aq) = hypoxanthine(aq) + 5-phospho--D-ribose 1-diphosphate(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])O[H] + [H]OP(=O)(O[H])OP(=O)(O[H])O[H] = [H]c1nc2c(nc([H])n2[H])c(=O)n1[H] + [H]O[C@@]1([H])[C@@]([H])(OP(=O)(O[H])OP(=O)(O[H])O[H])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]1([H])O[H],298.15,0.25,7.0,14.0,30.954728432330107,,1,,reaction dg,31.796008107727737,,[30.954728432330107],[31.796008107727737]
ITP(aq) + H2O(l) = IMP(aq) + pyrophosphate(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])O[H] + [H]OP(=O)(O[H])OP(=O)(O[H])O[H],298.15,0.25,7.0,14.0,-14.03627038331799,,1,,reaction dg,-26.5655763368707,,[-14.03627038331799],[-26.5655763368707]
ITP(aq) + oxaloacetate(aq) + H2O(l) = IDP(aq) + phosphoenolpyruvate(aq) + carbon dioxide(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]OC(=O)C(=O)C([H])([H])C(=O)O[H] + [H]O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]OC(=O)C(OP(=O)(O[H])O[H])=C([H])[H] + [H]OC(=O)O[H],298.15,0.25,7.0,14.0,0.1773853927624558,2.9229457119215514,4,1.4614728559607757,reaction dg,-1.2521735412311557,3.5736368504253173,"[2.0226749261552888, 1.8967362799072773, 0.9363486481347103, -4.146218283147453]","[-1.3146986164802863, 1.7173598229556049, 0.8485630654397192, -6.25991843683966]"
"L,L-2,6-diaminoheptanedioate(aq) = meso-diaminoheptanedioate(aq)",[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H] = [H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C(=O)O[H])N([H])[H],298.15,0.25,7.0,14.0,-1.6542798670378196,,1,,reaction dg,-1.6542798670378196,,[-1.6542798670378196],[-1.6542798670378196]
L-2-aminoadipate(aq) + 2-oxoglutarate(aq) = 2-oxoadipate(aq) + L-glutamate(aq),[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H] + [H]OC(=O)C(=O)C([H])([H])C([H])([H])C(=O)O[H] = [H]OC(=O)C(=O)C([H])([H])C([H])([H])C([H])([H])C(=O)O[H] + [H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H],298.15,0.25,7.0,14.0,-0.7280249328496337,,1,,reaction dg,-0.7155531846104976,,[-0.7280249328496337],[-0.7155531846104976]
L-5-carboxymethylhydantoin(aq) + H2O(l) = N-carbamoyl-L-aspartate(aq),[H]OC(=O)C([H])([H])[C@@]1([H])C(=O)N([H])C(=O)N1[H] + [H]O[H] = [H]OC(=O)C([H])([H])[C@@]([H])(C(=O)O[H])N([H])C(=O)N([H])[H],298.15,0.25,7.0,14.0,-2.9847801567923087,,1,,reaction dg,1.6204737780570635,,[-2.9847801567923087],[1.6204737780570635]
